name	kind	query	description	comment	url	source
Z197245994	SMILES	CN(C)S(=O)(=O)C=1C=CC(=O)N(CC(=C)C)C1	""	"ENAMINE library"	""	ENAMINE
Z57069342	SMILES	OC=1C=CC=C2C=CC(=O)NC12	""	"ENAMINE library"	""	ENAMINE
Z240085376	SMILES	Cl.CC(C(=O)O)N1N=C(C)C=C1C	""	"ENAMINE library"	""	ENAMINE
Z54183250	SMILES	Cl.COC=1C=CC=2C=CN=CC2C1	""	"ENAMINE library"	""	ENAMINE
Z850331130	SMILES	O=C1NCCN1C=2C=NC=CN2	""	"ENAMINE library"	""	ENAMINE
Z384362772	SMILES	BrC1=CC=C(O1)C(=O)NCC2CCOC2	""	"ENAMINE library"	""	ENAMINE
Z194464230	SMILES	CC1=NOC(C)=C1CN2C=NC=3C=CSC3C2=O	""	"ENAMINE library"	""	ENAMINE
Z44590595	SMILES	CCNC(=O)NC1=NC=CS1	""	"ENAMINE library"	""	ENAMINE
Z857666864	SMILES	COC(=O)CN(C)C(=O)N1CCCC1	""	"ENAMINE library"	""	ENAMINE
Z335244904	SMILES	CC(O)C=1C=CC(Br)=CC1	""	"ENAMINE library"	""	ENAMINE
Z27752488	SMILES	CC1SC=2C=CC(=CC2NC1=O)C(=O)N3CCCC3	""	"ENAMINE library"	""	ENAMINE
Z372626888	SMILES	CC1=NC(C)=C(S1)C(=O)NC2CCCC3=C2C=NN3C	""	"ENAMINE library"	""	ENAMINE
Z815227450	SMILES	CC=1C=CC=CC1C2(CNS(=O)(=O)C)CCOCC2	""	"ENAMINE library"	""	ENAMINE
Z219699918	SMILES	CN(C1CCCCC1)C(=O)C=2C=C(C)N=C3ON=C(C)C23	""	"ENAMINE library"	""	ENAMINE
Z45690595	SMILES	CS(=O)(=O)NCCC=1C=CC(Cl)=CC1	""	"ENAMINE library"	""	ENAMINE
Z404919174	SMILES	COC(=O)C1=CC=C(S1)C(=O)N(C)C	""	"ENAMINE library"	""	ENAMINE
Z15842101	SMILES	COC(=O)C1=CC=2C=CC=CC2O1	""	"ENAMINE library"	""	ENAMINE
Z558224168	SMILES	O=C(NCC1CCOC1)N2CCCC2C=3C=CSC3	""	"ENAMINE library"	""	ENAMINE
Z28142183	SMILES	FC=1C=CC=C(NC(=O)CN2C=NC=N2)C1	""	"ENAMINE library"	""	ENAMINE
Z29693197	SMILES	CC1=NC(C)=C(S1)C(=O)NCC2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z825878096	SMILES	CC(=O)N1CCN(CC1)C(=O)C2=CN=C(S2)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z335992724	SMILES	CC1=NC(CN2C=CC=C(C2=O)C(F)(F)F)=NO1	""	"ENAMINE library"	""	ENAMINE
Z165342040	SMILES	CC1=NC(CSC2=NC=CN2C)=NO1	""	"ENAMINE library"	""	ENAMINE
Z432528008	SMILES	CC=1C=CC=C(CS(=O)(=O)C=2C=CC=CN2)C1	""	"ENAMINE library"	""	ENAMINE
Z44548924	SMILES	Cl.CC(N)C(=O)N1CCOCC1	""	"ENAMINE library"	""	ENAMINE
Z871868026	SMILES	OC(=O)C1CCC2=NC=CN2C1	""	"ENAMINE library"	""	ENAMINE
Z102853504	SMILES	COC=1C=CC=CC1N2CC(CC2=O)C(=O)N(C)C	""	"ENAMINE library"	""	ENAMINE
Z275088400	SMILES	O=C(NC=1C=CC(=CC1)N2C=CN=C2)C3CC3	""	"ENAMINE library"	""	ENAMINE
Z52079518	SMILES	O=C(N1CCCSC=2C=CC=CC12)C3=COCCO3	""	"ENAMINE library"	""	ENAMINE
Z827571940	SMILES	CC=1C=CC=NC1NC(=O)NC2CCN(C2)C3CC3	""	"ENAMINE library"	""	ENAMINE
Z411264972	SMILES	FC(F)SC=1C=CC=CC1NC(=O)N2CCCC2	""	"ENAMINE library"	""	ENAMINE
Z177081790	SMILES	CC(N(C)C(=O)NC1CC1)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z213368092	SMILES	CS(=O)(=O)NC1CCN(CC2CCCCC2)CC1	""	"ENAMINE library"	""	ENAMINE
Z221418496	SMILES	Cl.C1CCC2(C1)CNCC=3C=C4OCCOC4=CC32	""	"ENAMINE library"	""	ENAMINE
Z27689347	SMILES	CN(C)S(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCCCC2	""	"ENAMINE library"	""	ENAMINE
Z409509362	SMILES	CN(CC=1C=CSC1)C(=O)NC2=NN=CS2	""	"ENAMINE library"	""	ENAMINE
Z53825003	SMILES	CC(NS(=O)(=O)C)C=1C=CC=CC1	""	"ENAMINE library"	""	ENAMINE
Z245181970	SMILES	CC(C)(C)SCC(=O)N1CCCC(O)C1	""	"ENAMINE library"	""	ENAMINE
Z422519664	SMILES	CC=1N=CSC1C(=O)NC2CCN(CC2)C3CC3	""	"ENAMINE library"	""	ENAMINE
Z164734970	SMILES	CC=1C=C(C)N(CC(=O)NC2=NCCS2)N1	""	"ENAMINE library"	""	ENAMINE
Z510883574	SMILES	CN(C)C=1C=C(CNC(=O)N2CCSCC2)C=CN1	""	"ENAMINE library"	""	ENAMINE
Z68189686	SMILES	CN(C)C1(CNS(=O)(=O)C)CCCCCC1	""	"ENAMINE library"	""	ENAMINE
Z815178962	SMILES	CCS(=O)(=O)N1CC(C)(C)C1C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z105308376	SMILES	CC1N(CC(=O)N)CCN2C=CC=C12	""	"ENAMINE library"	""	ENAMINE
Z875025832	SMILES	OC(=O)C=1C(O)=CC(F)=CC1F	""	"ENAMINE library"	""	ENAMINE
Z57479128	SMILES	BrC=1C=CC=2NCCC2C1	""	"ENAMINE library"	""	ENAMINE
Z336086582	SMILES	NCC(O)C=1C=CC=CC1C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z27685893	SMILES	O=C(NC1(CC2CC3CC(C2)C1)C3)C4CCCO4	""	"ENAMINE library"	""	ENAMINE
Z56913124	SMILES	FC=1C=CC=C(Cl)C1C=2N=NNN2	""	"ENAMINE library"	""	ENAMINE
Z56946865	SMILES	OC(=O)C1=CC=C(Br)S1	""	"ENAMINE library"	""	ENAMINE
Z27515369	SMILES	CN1C=CC=C1C(=O)N=C2SC=CN2C	""	"ENAMINE library"	""	ENAMINE
Z979457364	SMILES	I.CNC(=N)NCC1CCCCC1	""	"ENAMINE library"	""	ENAMINE
Z600430258	SMILES	Cl.CC=1C=NN(C1)C=2C=CN=CC2	""	"ENAMINE library"	""	ENAMINE
Z1379440991	SMILES	CSC=1C=NN(C1N)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z971164170	SMILES	CC=1C=CC=C(CN2C=CC=C2)N1	""	"ENAMINE library"	""	ENAMINE
Z1332918791	SMILES	Cl.O=C(CC1CCCN1)C2=CC=CO2	""	"ENAMINE library"	""	ENAMINE
Z138360674	SMILES	CN1C=CN=C1CNC=2C=CC(F)=C(F)C2F	""	"ENAMINE library"	""	ENAMINE
Z1407045833	SMILES	O=C1CSCCC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z1407121748	SMILES	Cl.CC(C)C1=C(CN)CCCO1	""	"ENAMINE library"	""	ENAMINE
Z14490238	SMILES	CSC=1N=C2N=C(C)C=C(C)N2N1	""	"ENAMINE library"	""	ENAMINE
Z1216820960	SMILES	CC(C)C=1C=CC=C(CO)N1	""	"ENAMINE library"	""	ENAMINE
Z1381484571	SMILES	CC(C)CN1N=CC=C1C=2C=CN=CC2	""	"ENAMINE library"	""	ENAMINE
Z1139751291	SMILES	Cl.FC(F)(F)C1CCNC1	""	"ENAMINE library"	""	ENAMINE
Z1171220832	SMILES	Cl.C1OC2(CCNCC2)C=3C=CC=CC13	""	"ENAMINE library"	""	ENAMINE
Z1255462130	SMILES	Cl.NC1(CC=2C=CC=CC2)CCC1	""	"ENAMINE library"	""	ENAMINE
Z1157794254	SMILES	FC(F)(F)CN1C=CC=N1	""	"ENAMINE library"	""	ENAMINE
Z1430955875	SMILES	ClC1=CC=2C(=O)CCC2S1	""	"ENAMINE library"	""	ENAMINE
Z1187714533	SMILES	Cl.FC=1C=CC=C(C1)C2CNC2	""	"ENAMINE library"	""	ENAMINE
Z1255396793	SMILES	COC=1C=CC=NC1C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z118307562	SMILES	CC(C)N1N=CC=2C=C(N)C=NC12	""	"ENAMINE library"	""	ENAMINE
Z991530808	SMILES	BrC=1C=CC=CC1OC=2C=CC=NN2	""	"ENAMINE library"	""	ENAMINE
Z960787176	SMILES	NC=1C=CN=C(CC=2C=CC=CC2)N1	""	"ENAMINE library"	""	ENAMINE
Z1269134908	SMILES	CC1=NC(=O)NC(C)=C1Br	""	"ENAMINE library"	""	ENAMINE
Z1259400810	SMILES	Cl.FC1CCC2CNCC12	""	"ENAMINE library"	""	ENAMINE
Z1198163765	SMILES	CC=1C=CC(C)=C(C1)N2C=NC(=O)N2	""	"ENAMINE library"	""	ENAMINE
Z1269157134	SMILES	NC=1C=C(F)C(F)=CC1Br	""	"ENAMINE library"	""	ENAMINE
Z1262657111	SMILES	Cl.NC1C2CCC=3C=CC=CC3C12	""	"ENAMINE library"	""	ENAMINE
Z1269221271	SMILES	Br.BrC1=CC=2CNCCC2S1	""	"ENAMINE library"	""	ENAMINE
Z992750590	SMILES	Cl.FC1(F)CNCC=2C=CC=CC21	""	"ENAMINE library"	""	ENAMINE
Z976697578	SMILES	ClC=1C=CC(OC2CCCNC2)=NC1	""	"ENAMINE library"	""	ENAMINE
Z359300394	SMILES	FC(F)(F)CNC=1C=CN=CC1	""	"ENAMINE library"	""	ENAMINE
Z1139194407	SMILES	OC1(CC=2C=CC=C(F)C2)CCNC1	""	"ENAMINE library"	""	ENAMINE
Z826535920	SMILES	CC1=CC=NN1C=2C=CC=CN2	""	"ENAMINE library"	""	ENAMINE
Z1259340154	SMILES	Cl.FC1(F)CC2(CNC2)C1	""	"ENAMINE library"	""	ENAMINE
Z1198186470	SMILES	Cl.Cl.C[C@@H](N)C=1C=CC=C(C)N1	""	"ENAMINE library"	""	ENAMINE
Z1080385960	SMILES	FC(F)OC=1C=CC=CC1C#C	""	"ENAMINE library"	""	ENAMINE
Z450468584	SMILES	Cl.NC1CC1C=2C=CC(=CC2)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z821333884	SMILES	FC=1C=C(F)C(SCC2=NN=C(O2)C3CC3)=C(F)C1	""	"ENAMINE library"	""	ENAMINE
Z272533472	SMILES	C(SC1=NC=CN1C2CC2)C=3C=CC=CN3	""	"ENAMINE library"	""	ENAMINE
Z1495332399	SMILES	CC1CNC=2C=CC=NC2O1	""	"ENAMINE library"	""	ENAMINE
Z839583334	SMILES	Cl.ClC=1C=CC=CC1OC2CCCNC2	""	"ENAMINE library"	""	ENAMINE
Z815114672	SMILES	OC1CCC=2C=CC(OC(F)(F)F)=CC12	""	"ENAMINE library"	""	ENAMINE
Z1513968144	SMILES	CCN1C(SC)=NC=2C=NC=CC12	""	"ENAMINE library"	""	ENAMINE
Z511867096	SMILES	CC(NC(=O)N1CCC1)C=2C=C(C)SC2C	""	"ENAMINE library"	""	ENAMINE
Z1147473980	SMILES	OC(C1CCCCN1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z1395127234	SMILES	CC=1N=C(C)N(CC2=NC(=CS2)C(C)(C)C)N1	""	"ENAMINE library"	""	ENAMINE
Z1201619297	SMILES	NC=1C(Cl)=CC(F)=CC1Cl	""	"ENAMINE library"	""	ENAMINE
Z1269239512	SMILES	Br.BrC1=CC=2CCNCC2S1	""	"ENAMINE library"	""	ENAMINE
Z979749714	SMILES	CN1N=CC=2CNC(=NC21)Cl	""	"ENAMINE library"	""	ENAMINE
Z57050198	SMILES	C(C1=CN2C=CSC2=N1)C3=NN=C(O3)C=4C=CC=CC4	""	"ENAMINE library"	""	ENAMINE
Z1259046691	SMILES	C1CC1C2=NSC(NC3CCCC3)=N2	""	"ENAMINE library"	""	ENAMINE
Z1148165363	SMILES	CNC(=O)C=1SC=CC1SC(F)F	""	"ENAMINE library"	""	ENAMINE
Z177094188	SMILES	CNC(=O)N(C)CC1=CC=C(Cl)S1	""	"ENAMINE library"	""	ENAMINE
Z1517020589	SMILES	CC1=CCN(CC1)C(=O)NCC#C	""	"ENAMINE library"	""	ENAMINE
Z111782422	SMILES	FC=1C=CC(OC2CCNCC2)=CC1	""	"ENAMINE library"	""	ENAMINE
Z959151866	SMILES	O[C@@H]1CCOC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z54571623	SMILES	BrC=1C=CC(OC=2C=NC=CN2)=CC1	""	"ENAMINE library"	""	ENAMINE
Z359297434	SMILES	C1CCC(C1)NC=2C=CN=CC2	""	"ENAMINE library"	""	ENAMINE
Z1251362910	SMILES	CC=1C=CC=2OCCCNC2C1	""	"ENAMINE library"	""	ENAMINE
Z1270644429	SMILES	Cl.Cl.CC=1C=NC=CC1C2=CCNCC2	""	"ENAMINE library"	""	ENAMINE
Z1203581544	SMILES	Cl.NC1CCC(F)(F)C1	""	"ENAMINE library"	""	ENAMINE
Z1094758670	SMILES	Cl.NC1(CC1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z1255415487	SMILES	Cl.C(C1=NCCN1)C=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z1269174874	SMILES	Cl.C1CN2C[C@@H](N=C2S1)C=3C=CC=CC3	""	"ENAMINE library"	""	ENAMINE
Z1171182839	SMILES	Cl.COCC(C)(N)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z975915096	SMILES	Cl.Cl.C(OC1CCNC1)C=2C=CC=NC2	""	"ENAMINE library"	""	ENAMINE
Z385458336	SMILES	Cl.NCC=1C=CC(CO)=C(F)C1	""	"ENAMINE library"	""	ENAMINE
Z166706602	SMILES	O=C(NCC1=CC=CO1)N2CCCCCCC2	""	"ENAMINE library"	""	ENAMINE
Z1003342076	SMILES	CC1CN(CC(C)(C)O1)S(=O)(=O)C2CCCC2	""	"ENAMINE library"	""	ENAMINE
Z56759089	SMILES	CCN1C(C)=NC=2C=C(OC)C=CC12	""	"ENAMINE library"	""	ENAMINE
Z56758542	SMILES	CC1=NC=2C=CC=CC2NC(C)(C)C1	""	"ENAMINE library"	""	ENAMINE
Z56758546	SMILES	O=C1CC(=O)N2C=CC=CC2=N1	""	"ENAMINE library"	""	ENAMINE
Z27661922	SMILES	CC1=C(NC(=O)C(C)(C)C)C(=O)N(C=2C=CC=CC2)N1C	""	"ENAMINE library"	""	ENAMINE
Z56761185	SMILES	CN(C)S(=O)(=O)NC=1C=CC=C(C)C1	""	"ENAMINE library"	""	ENAMINE
Z56761746	SMILES	CCC1=NN=C2C=3C=4CCCC4SC3N=C(C)N12	""	"ENAMINE library"	""	ENAMINE
Z31472389	SMILES	CCN1CCN(CC1)C(=O)C2=CC=C(Br)O2	""	"ENAMINE library"	""	ENAMINE
Z56755742	SMILES	FC(F)(F)C(F)(F)C1=CC=NC(=O)N1	""	"ENAMINE library"	""	ENAMINE
Z56770315	SMILES	OCC12C3C4C2CC5C4C3C(F)(F)C51	""	"ENAMINE library"	""	ENAMINE
Z31472234	SMILES	CCN1CCN(CC1)C(=O)C=2C=CC=CC2F	""	"ENAMINE library"	""	ENAMINE
Z56779791	SMILES	CC(C)C1=NC=C(C(O)C=2C=CC=CC2)N1C	""	"ENAMINE library"	""	ENAMINE
Z119990446	SMILES	CC=1C=C(C)C=2C=C(SC2N1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z26826721	SMILES	CC(=O)NC=1C=CC=CC1OC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z31715115	SMILES	CC1CCCN(C1)C(=O)C=2NC(C)=C(C(=O)C)C2C	""	"ENAMINE library"	""	ENAMINE
Z45508224	SMILES	CC1CN(CC(C)O1)S(=O)(=O)C=2C=CC(C)=CC2	""	"ENAMINE library"	""	ENAMINE
Z222982750	SMILES	Cl.O=C(N1CCCCC1)N2CCNCC2	""	"ENAMINE library"	""	ENAMINE
Z166681140	SMILES	CC=1C=CC(NC(=O)N2CCN(CC3=CC=CO3)CC2)=CC1	""	"ENAMINE library"	""	ENAMINE
Z134850736	SMILES	CC1=CC(CSC2=NCC(C)(C)CN2)=NO1	""	"ENAMINE library"	""	ENAMINE
Z57234068	SMILES	CC=1C=C2N=C(C)C=C(C)N2N1	""	"ENAMINE library"	""	ENAMINE
Z57236966	SMILES	CC(=O)C=1C=NC2=CC(C)=NN2C1C	""	"ENAMINE library"	""	ENAMINE
Z234855608	SMILES	FC(F)(F)C1=C2CCCC2=NNC1=O	""	"ENAMINE library"	""	ENAMINE
Z56754343	SMILES	CC=1NC(=O)N(C(=O)C1Cl)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z56828899	SMILES	CC1CN=C(NCC=2C=CN=CC2)S1	""	"ENAMINE library"	""	ENAMINE
Z111781382	SMILES	C1=CSC(=C1)C=2C=CNN2	""	"ENAMINE library"	""	ENAMINE
Z98333177	SMILES	CC1=NC(=CS1)C2NC=3C=CC=CC3C(=O)N2CC=C	""	"ENAMINE library"	""	ENAMINE
Z786288996	SMILES	CC(C)(C)NC(=O)CN1C=C(Cl)C=N1	""	"ENAMINE library"	""	ENAMINE
Z401822810	SMILES	CS(=O)(=O)N1CCC(CC1)NCC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z364784280	SMILES	O=C(NCC1CC=2C=CC=CC2O1)C=3C=COC3	""	"ENAMINE library"	""	ENAMINE
Z99030837	SMILES	COC(=O)CC1(CC2CC3CC(O)(C2)C1)C3	""	"ENAMINE library"	""	ENAMINE
Z106940996	SMILES	O=C1C=CC=CN1CC=2C=C(ON2)C=3C=CC=CC3	""	"ENAMINE library"	""	ENAMINE
Z194846364	SMILES	CNC=1SN=C(C)C1C(=O)N2CCCC2	""	"ENAMINE library"	""	ENAMINE
Z367454246	SMILES	CC=1C=C(SC2CCCCNC2=O)N=C(C)N1	""	"ENAMINE library"	""	ENAMINE
Z19813759	SMILES	CC=1C=CC(C)=C(CSC2=NN=CN2C)C1	""	"ENAMINE library"	""	ENAMINE
Z71106564	SMILES	CC(NC(=O)C1=CC=CO1)C2=CC=C(C)O2	""	"ENAMINE library"	""	ENAMINE
Z317269094	SMILES	Cl.CC1(C)CC=2C=CC=C(OC3CCNCC3)C2O1	""	"ENAMINE library"	""	ENAMINE
Z271005942	SMILES	Cl.NCCOC1CCCC1	""	"ENAMINE library"	""	ENAMINE
Z448247582	SMILES	CC12CSCC(=O)N2C(CS1)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z57102380	SMILES	Cl.CC(N)CC=1C=CC=CC1C	""	"ENAMINE library"	""	ENAMINE
Z45527664	SMILES	CNS(=O)(=O)C=1C=CC=C(F)C1	""	"ENAMINE library"	""	ENAMINE
Z262134322	SMILES	C(SC1=NC=2C=CC=CC2N1)C=3C=CC=CN3	""	"ENAMINE library"	""	ENAMINE
Z133621020	SMILES	CNS(=O)(=O)CC=1C=CC=CC1	""	"ENAMINE library"	""	ENAMINE
Z285226468	SMILES	Cl.CN1C=C(N)C=CC1=O	""	"ENAMINE library"	""	ENAMINE
Z239548956	SMILES	CC(=O)N1CCCC1C2=NC=3C=CC=CC3N2CC#C	""	"ENAMINE library"	""	ENAMINE
Z20950107	SMILES	CSC1=NN=CN1C=2C=CC=C(Cl)C2	""	"ENAMINE library"	""	ENAMINE
Z408693302	SMILES	CC(C)C1=NC(C)=C(S1)C(=O)NC2=CC(C)=NN2C	""	"ENAMINE library"	""	ENAMINE
Z18499206	SMILES	CC1=NOC(C)=C1CSC2=NC=CN2C	""	"ENAMINE library"	""	ENAMINE
Z224665942	SMILES	COC=1C=CC(SC2CCCCNC2=O)=CC1	""	"ENAMINE library"	""	ENAMINE
Z507823708	SMILES	O=C1NC2(CCNCC2)NC31CCCCC3	""	"ENAMINE library"	""	ENAMINE
Z90502229	SMILES	Cl.CC(C)NCC1=CC=C(C)O1	""	"ENAMINE library"	""	ENAMINE
Z291234108	SMILES	Cl.NCC=1C=C(F)C=CC1Br	""	"ENAMINE library"	""	ENAMINE
Z600502972	SMILES	CCOC(=O)C1=CC(C)=NC2=CC(C)=NN12	""	"ENAMINE library"	""	ENAMINE
Z138104752	SMILES	Cl.CNCC(=O)NC1=NC=CS1	""	"ENAMINE library"	""	ENAMINE
Z90513766	SMILES	Cl.C=CCNC1CCCC1	""	"ENAMINE library"	""	ENAMINE
Z116313584	SMILES	CN(C1CCS(=O)(=O)C1)C(=O)CC=2C=CC=CC2C	""	"ENAMINE library"	""	ENAMINE
Z335291662	SMILES	CN1C=C(CCC(=O)O)C=N1	""	"ENAMINE library"	""	ENAMINE
Z360053598	SMILES	Cl.OC=1C=CC=2CCNCCC2C1	""	"ENAMINE library"	""	ENAMINE
Z19813003	SMILES	CN1C=NN=C1SCC2CCCCO2	""	"ENAMINE library"	""	ENAMINE
Z214640730	SMILES	CN1C(CSC=2C=CC(F)=CC2)=CC(=O)N(C)C1=O	""	"ENAMINE library"	""	ENAMINE
Z31454135	SMILES	CC1CN(CC(C)O1)C(=O)C2=CC=CO2	""	"ENAMINE library"	""	ENAMINE
Z18498763	SMILES	CC1=NN=C(CSC2=NC=CN2C)O1	""	"ENAMINE library"	""	ENAMINE
Z90708920	SMILES	CCC=1N=NSC1C(=O)N2CCCC2	""	"ENAMINE library"	""	ENAMINE
Z54332703	SMILES	CC(C)CNC(=O)C(C)(C)C	""	"ENAMINE library"	""	ENAMINE
Z30795178	SMILES	FC=1C=CC(NC(=O)C2CCCO2)=C(F)C1F	""	"ENAMINE library"	""	ENAMINE
Z608481828	SMILES	CCOC(=O)C=1C=NN2CCCNC12	""	"ENAMINE library"	""	ENAMINE
Z291232540	SMILES	Cl.NC(C1CCCO1)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z363805876	SMILES	NC=1N=CC=CC1I	""	"ENAMINE library"	""	ENAMINE
Z382721002	SMILES	ClC=1C=CC=C2C(=O)CCOC12	""	"ENAMINE library"	""	ENAMINE
Z203887068	SMILES	Cl.CNC1=NCCS1	""	"ENAMINE library"	""	ENAMINE
Z335245116	SMILES	CC(O)C=1C=CC=2C=CC=CC2C1	""	"ENAMINE library"	""	ENAMINE
Z54747873	SMILES	Cl.NCCOC=1C=CC=C(Br)C1	""	"ENAMINE library"	""	ENAMINE
Z53115945	SMILES	Cl.OC(=O)CCN1CCCCC1	""	"ENAMINE library"	""	ENAMINE
Z330803600	SMILES	COC=1C=CC(Br)=CC1N	""	"ENAMINE library"	""	ENAMINE
Z607749842	SMILES	CC1=CS(=O)(=O)C=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z317042216	SMILES	Cl.NC1=CC(=NN1)C=2C=CC=CC2Br	""	"ENAMINE library"	""	ENAMINE
Z381654452	SMILES	NC1(CCOCC1)C=2C=CC(Br)=CC2	""	"ENAMINE library"	""	ENAMINE
Z607824718	SMILES	COC(=O)C1=NN=C2C(Cl)=CC=CN12	""	"ENAMINE library"	""	ENAMINE
Z335282548	SMILES	Cl.CNC=1C=C(C)C=CC1C	""	"ENAMINE library"	""	ENAMINE
Z736829148	SMILES	CSC1=NC(C(=O)O)=C2C=CC=CN12	""	"ENAMINE library"	""	ENAMINE
Z449365268	SMILES	Cl.CS(=O)(=O)NC=1C=CC=C2CNCCC12	""	"ENAMINE library"	""	ENAMINE
Z734058926	SMILES	Cl.OC1(CCNCC1)C(F)(F)F	""	"ENAMINE library"	""	ENAMINE
Z335286868	SMILES	CN1CCN(CCC=2C=CC(N)=CC2)CC1	""	"ENAMINE library"	""	ENAMINE
Z364879920	SMILES	CN1C=NN=C1C=2C=CC=C(NC(=O)C=3C=CSC3)C2	""	"ENAMINE library"	""	ENAMINE
Z144495212	SMILES	CSC=1N=CC=CC1C(=O)N(C)C	""	"ENAMINE library"	""	ENAMINE
Z352258754	SMILES	BrC=1C=CC(=CC1)C(=O)N2CCSCC2	""	"ENAMINE library"	""	ENAMINE
Z133863974	SMILES	CCC1N(CCC=2SC=CC12)S(=O)(=O)C	""	"ENAMINE library"	""	ENAMINE
Z44548890	SMILES	Cl.NC(C=1C=CC(F)=CC1)C=2C=CC(F)=CC2	""	"ENAMINE library"	""	ENAMINE
Z755968856	SMILES	CC1=NC(=CS1)C2=CC(=CS2)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z397587428	SMILES	OCC=1C=CC(F)=CC1Br	""	"ENAMINE library"	""	ENAMINE
Z760037344	SMILES	CC1=CNC(=O)N1C=2C=CC(F)=C(F)C2	""	"ENAMINE library"	""	ENAMINE
Z25038172	SMILES	CSC1=NNC(=O)N1CC=2C=CC=CC2	""	"ENAMINE library"	""	ENAMINE
Z731148510	SMILES	CC1=NNC(C(=O)NCC=C)=C1Br	""	"ENAMINE library"	""	ENAMINE
Z358234278	SMILES	CC1=NOC(C)=C1CCC(=O)N2CCOC=3C=CC=CC23	""	"ENAMINE library"	""	ENAMINE
Z382871168	SMILES	O=C(N1CCOCC1)C2=CSC(CC=3C=CC=CC3)=N2	""	"ENAMINE library"	""	ENAMINE
Z192945596	SMILES	O=S(=O)(CCN1C=NC=2C=CC=CC12)N3CCCCC3	""	"ENAMINE library"	""	ENAMINE
Z159858662	SMILES	CC1CC(=O)NC=2C=CC=CC2N1CC=3C(C)=NOC3C	""	"ENAMINE library"	""	ENAMINE
Z46179976	SMILES	FC=1C=CC(=CC1)C2=NC(CN3CCOCC3)=CS2	""	"ENAMINE library"	""	ENAMINE
Z318770646	SMILES	Cl.NC1CCC=2C=C(F)C=CC12	""	"ENAMINE library"	""	ENAMINE
Z639748070	SMILES	Cl.CC1=CSC(=N1)C2(N)CCCCCC2	""	"ENAMINE library"	""	ENAMINE
Z381407426	SMILES	OC(=O)CCC1=NC=CS1	""	"ENAMINE library"	""	ENAMINE
Z600383126	SMILES	Cl.CC1NCCOC=2C=CC=CC12	""	"ENAMINE library"	""	ENAMINE
Z412034888	SMILES	Cl.CSC=1C=CC(F)=CC1N	""	"ENAMINE library"	""	ENAMINE
Z422749702	SMILES	CC=1C=C(C)N(CC(=O)N2CCCC2C=3C=CSC3)N1	""	"ENAMINE library"	""	ENAMINE
Z54133356	SMILES	CSC1=NN=C(O1)C2=CC=CS2	""	"ENAMINE library"	""	ENAMINE
Z362664060	SMILES	O=C(NC1=NN=C2C=CC=CN12)C3CCC=CC3	""	"ENAMINE library"	""	ENAMINE
Z454081966	SMILES	CC(C)NC(=O)C1=CSC(=N1)C=2C=NN(C)C2	""	"ENAMINE library"	""	ENAMINE
Z595447010	SMILES	CN(CC1=CN=C(C)S1)C(=O)NC=2C=CC=NC2	""	"ENAMINE library"	""	ENAMINE
Z738741468	SMILES	COC(=O)CC1CCNCC1	""	"ENAMINE library"	""	ENAMINE
Z445210546	SMILES	C1CCC(NC1)C2=NC=CN2	""	"ENAMINE library"	""	ENAMINE
Z278081414	SMILES	Cl.CC(=O)NC1CCNCC1	""	"ENAMINE library"	""	ENAMINE
Z803067976	SMILES	C1CC(CCN1)N2C=CC=C2	""	"ENAMINE library"	""	ENAMINE
Z361883604	SMILES	COC=1C=CC(=CC1)C2(CCCC2)C(=O)O	""	"ENAMINE library"	""	ENAMINE
Z362600254	SMILES	Cl.CCOC=1C=CC=2CCNCC2C1	""	"ENAMINE library"	""	ENAMINE
Z883772678	SMILES	CC(C(=O)O)C=1C(C)=NN(C)C1C	""	"ENAMINE library"	""	ENAMINE
Z223880806	SMILES	O=C(CC=1C=CC=2OCCC2C1)N3CCOCC3	""	"ENAMINE library"	""	ENAMINE
